Date,0,1,2,3,4,5
2016-04-20,17.550223214285715,32.77064732142857,23.170440051020407,16.37436224489796,5.67203443877551,4.462292729591836
2016-08-28,17.103794642857142,35.811941964285715,21.285076530612244,15.840242346938776,5.711894132653061,4.247050382653061
2016-12-06,41.38034119897959,31.636639030612244,0.34080038265306123,12.388392857142858,10.788026147959185,3.4658003826530615
2017-05-15,26.5445631377551,30.056202168367346,17.311065051020407,17.410714285714285,5.267458545918367,3.4099968112244894
2017-07-29,26.173867984693878,29.7054368622449,19.32995854591837,18.273676658163264,4.235092474489796,2.281967474489796
2017-11-11,6.993383290816327,60.24394132653062,8.824936224489797,11.266342474489797,8.685427295918368,3.985969387755102
2017-11-16,6.837930484693877,62.41629464285714,7.481664540816327,8.793048469387756,10.313695790816327,4.157366071428571
2018-03-11,6.953523596938775,36.73867984693878,31.222098214285715,12.828842474489797,7.176737882653061,5.080117984693878
2018-03-16,6.409438775510204,31.469228316326532,34.72576530612245,14.754065688775512,5.85140306122449,6.790098852040815
2018-04-20,15.507413903061224,27.957589285714285,30.37109375,15.369897959183673,6.210140306122449,4.583864795918367
2018-05-20,23.9078443877551,26.524633290816325,23.303970025510203,15.597098214285715,6.764190051020408,3.902264030612245
2018-06-14,47.706074617346935,18.237802933673468,9.199617346938775,18.7320631377551,4.30484693877551,1.8195950255102038
2018-07-14,26.387117346938776,25.344786352040817,22.47090242346939,17.3828125,5.929129464285714,2.4852519132653064
2018-07-19,27.437420280612244,29.25502232142857,19.909917091836736,15.788424744897958,5.35514987244898,2.25406568877551
2018-07-29,28.160873724489793,31.45129145408163,17.564174107142858,15.4296875,5.400988520408164,1.992984693877551
2018-11-16,6.172273596938775,60.17817283163265,11.647002551020408,10.95344387755102,7.268415178571429,3.7806919642857144
2018-12-11,52.632732780612244,24.354272959183675,0.07772640306122448,11.029177295918368,7.541454081632653,4.364636479591836
2019-01-30,2.1105707908163263,45.26865433673469,28.16685267857143,10.192123724489797,10.216039540816327,4.045758928571429
2019-02-24,2.9815051020408165,36.509486607142854,35.46117665816326,11.23046875,4.450334821428571,9.36702806122449
2019-05-25,25.428491709183675,25.918765943877553,22.60642538265306,18.361367984693878,5.201690051020408,2.4832589285714284
2019-06-04,25.10961415816326,23.50127551020408,25.67562181122449,18.70615433673469,4.834980867346939,2.1723533163265305
2019-06-29,30.660076530612244,27.096619897959183,18.15409757653061,18.20790816326531,4.069674744897959,1.8116230867346939
2019-07-04,28.641183035714285,26.61830357142857,19.860092474489797,17.336973852040817,5.369100765306122,2.174346301020408
2019-08-03,22.337372448979593,25.92873086734694,25.498246173469386,17.127710459183675,6.000876913265306,3.107063137755102
2019-10-12,27.345742984693878,43.44507334183674,4.334741709183673,14.638472576530612,5.703922193877551,4.532047193877551
2020-02-14,2.881855867346939,24.567522321428573,46.73349808673469,14.21795280612245,4.842952806122449,6.756218112244898
2020-04-04,12.547831632653061,32.2624362244898,28.051259566326532,14.518893494897958,6.463249362244898,6.156329719387755
2020-04-09,14.684311224489797,34.813456632653065,23.69060905612245,15.626992984693878,6.126434948979592,5.058195153061225
2020-05-09,18.75597895408163,25.14548788265306,29.44435586734694,15.581154336734693,6.736288265306123,4.336734693877551
2020-05-19,22.520727040816325,23.401626275510203,26.990991709183675,17.777423469387756,6.461256377551021,2.8479751275510203
2020-05-24,23.555086096938776,23.48732461734694,25.478316326530614,17.215401785714285,6.4453125,3.8185586734693877
2020-05-29,20.84064094387755,20.79081632653061,31.369579081632654,16.65537308673469,6.544961734693877,3.7986288265306123
2020-06-08,23.479352678571427,21.920838647959183,29.017857142857146,16.675302933673468,6.138392857142857,2.768255739795918
2020-07-03,23.09470663265306,21.265146683673468,28.637197066326532,17.946827168367346,6.289859693877552,2.7662627551020407
2020-07-23,22.11017219387755,24.549585459183675,29.54599808673469,15.69874043367347,5.253507653061225,2.8419961734693877
2020-08-22,14.622528698979592,27.54504145408163,32.51155931122449,15.56720344387755,6.066645408163265,3.6870216836734695
2020-09-26,12.005739795918368,44.742506377551024,20.65927933673469,12.551817602040815,5.123963647959184,4.916693239795919
2020-10-01,14.708227040816327,47.8874362244898,14.959343112244897,12.731186224489797,4.978475765306122,4.735331632653061
2020-12-30,0.0,73.73445471938776,0.08370535714285714,14.347496811224488,6.341677295918367,5.4926658163265305
2021-02-18,6.301817602040815,42.71962691326531,23.921795280612244,13.37890625,5.343191964285714,8.334661989795919
2021-03-10,7.130899234693877,33.58378507653062,32.03922193877551,15.021125637755103,6.074617346938775,6.150350765306122
2021-06-13,47.411112882653065,18.79384566326531,0.6696428571428571,24.416055484693878,6.086575255102041,2.622767857142857
2021-07-18,38.295200892857146,29.115513392857146,4.7114158163265305,19.391741071428573,5.6421396683673475,2.8439891581632653
2021-07-28,33.45025510204081,32.65106823979592,8.282844387755102,16.759008290816325,5.970982142857143,2.8858418367346936
2021-11-30,13.518415178571427,54.78714923469388,6.2280771683673475,12.555803571428573,8.370535714285714,4.540019132653061
2021-12-25,70.12715242346938,0.16541772959183673,16.70519770408163,0.001992984693877551,7.419882015306123,5.580357142857143
2022-02-13,9.79751275510204,44.83418367346938,18.323501275510203,13.89110331632653,5.131935586734694,8.021763392857142
2022-05-19,44.048947704081634,27.87388392857143,1.3572225765306123,17.556202168367346,6.146364795918367,3.0173788265306123
2022-06-13,44.19642857142857,28.50366709183674,1.921237244897959,18.71811224489796,4.534040178571429,2.126514668367347
2022-06-18,42.63592155612245,29.294882015306122,3.461814413265306,17.92889030612245,4.659598214285714,2.0188934948979593
2022-07-03,44.93383290816326,29.25502232142857,3.0970982142857144,17.360889668367346,1.5684789540816326,3.7846779336734695
2022-11-15,9.801498724489797,55.51259566326531,10.337611607142858,11.97185905612245,8.203125,4.173309948979592
2023-01-24,2.698501275510204,48.128587372448976,22.140066964285715,15.913982780612246,4.555963010204081,6.562898596938775
2023-02-08,4.693478954081633,27.455357142857146,42.31903698979592,13.767538265306122,4.595822704081633,7.168765943877552
2023-03-20,9.107940051020408,37.015704719387756,28.643176020408163,15.076929209183673,5.189732142857143,4.966517857142857
2023-05-14,30.337213010204085,34.30325255102041,10.606664540816327,16.53579400510204,5.357142857142857,2.8599330357142856
2023-06-18,32.84239477040816,27.999441964285715,13.181600765306122,18.69220344387755,4.8090720663265305,2.475286989795918
2023-06-28,33.03372130102041,28.220663265306122,12.980309311224488,18.915417729591837,4.482222576530613,2.3676658163265305
2023-08-07,23.997528698979593,31.887755102040817,20.76690051020408,16.882573341836736,4.203204719387755,2.2620376275510203
2023-09-16,10.475127551020408,34.72377232142857,29.717394770408163,15.074936224489797,5.440848214285714,4.5679209183673475
2023-11-05,0.0,69.69666772959184,1.6860650510204083,17.653858418367346,6.602758290816327,4.360650510204081
2024-01-09,18.71611926020408,54.78714923469388,0.30691964285714285,16.206951530612244,5.436862244897959,4.545998086734694
2024-04-18,16.198979591836736,30.27941645408163,26.484773596938776,17.67578125,6.397480867346939,2.963568239795918
2024-06-07,31.325733418367346,28.659119897959183,17.47448979591837,17.47050382653061,3.635204081632653,1.4349489795918369
2024-06-27,28.304368622448976,26.22767857142857,21.179448341836736,17.697704081632654,4.791135204081633,1.7996651785714284
2024-07-02,30.416932397959183,26.389110331632654,17.406728316326532,19.724569515306122,4.322783801020408,1.739875637755102
2024-07-22,28.063217474489793,28.13097895408163,18.461017219387756,18.74003507653061,4.587850765306122,2.016900510204082
2024-08-11,22.235730229591837,29.34072066326531,21.43056441326531,18.19595025510204,5.845424107142857,2.951610331632653
2024-08-26,14.787946428571427,27.511160714285715,31.240035076530614,16.42219387755102,6.562898596938775,3.475765306122449
2025-01-03,67.47249681122449,5.897241709183673,0.03786670918367347,16.109295280612244,5.17578125,5.307318239795919
2025-03-09,6.706393494897959,28.80261479591837,37.755102040816325,14.54480229591837,6.4692283163265305,5.721859056122449
